0,805,"EUR",""
0,785,"D.","C 1.1"
0,660,"N°: 80","Boîte:"
0,590,"Mons-Charleroi, division Tournai",""
0,545,"","BE 0403.093.693"
0,475,"18-06-2015",""
0,440,"01-01-2014","31-12-2014"
0,410,"01-01-2013","31-12-2013"
0,165,"Administrateur",""
0,75,"Administrateur",""
6,795,"","","","C 6"
6,745,"","207","116",""
6,660,"Codes","Total","1. Hommes","2. Femmes"
6,620,"1001","1.298,6","884,2","414,4"
6,605,"1002","291,4","119,6","171,8"
6,585,"1003","1.500,7","968,6","532,1"
6,540,"1011","1.874.229","1.302.602","571.627"
6,525,"1012","262.975","116.194","146.781"
6,505,"1013","2.137.204","1.418.796","718.408"
6,460,"1021","83.140.663","59.043.450","24.097.213"
6,445,"1022","10.830.062","5.306.341","5.523.720"
6,430,"1023","93.970.724","64.349.791","29.620.933"
6,395,"1033","1.954.760","1.289.713","665.046"
6,350,"Codes","P. Total","1P. Hommes","2P. Femmes"
6,320,"1003","1.478,7","961,2","517,5"
6,305,"1013","2.116.465","1.406.201","710.264"
6,285,"1023","89.635.636","61.400.663","28.234.973"
6,265,"1033","1.613.135","1.068.280","544.855"
6,10,"","","","33/43"
7,795,"","","","C 6"
7,735,"Codes","1. Temps plein","2. Temps partiel","3. Total en"
7,720,"","","","équivalents temps plein"
7,700,"105","1.304","292","1.507,5"
7,660,"110","1.216","290","1.418,3"
7,645,"111","80","2","81,2"
7,630,"112","4","","4"
7,615,"113","4","","4"
7,575,"120","884","122","971,5"
7,560,"1200","","",""
7,545,"1201","381","84","441,5"
7,530,"1202","227","20","240,7"
7,515,"1203","276","18","289,3"
7,500,"121","420","170","536"
7,485,"1210","","",""
7,465,"1211","202","116","277,2"
7,450,"1212","111","28","131,8"
7,435,"1213","107","26","127"
7,395,"130","2","","2"
7,380,"134","927","130","1.022,1"
7,365,"132","375","162","483,4"
7,350,"133","","",""
7,290,"","Codes","",""
7,280,"","","1. Personnel intérimaire",""
7,265,"","","","2. Personnes mises à la disposition de l'entreprise"
7,240,"","150","252",""
7,225,"","151","387.179",""
7,210,"","152","12.416.268",""
7,10,"","","","34/43"
8,795,"","","","","C 6"
8,745,"Codes","1. Temps plein","1. Temps plein","2. Temps partiel","3. Total en"
8,730,"","","","","équivalents temps plein"
8,695,"205","134","134","3","136"
8,660,"210","69","69","1","69,8"
8,645,"211","60","60","2","61,2"
8,630,"212","","","",""
8,615,"213","5","5","","5"
8,570,"Codes","1. Temps plein","1. Temps plein","2. Temps partiel","3. Total en"
8,555,"","","","","équivalents temps plein"
8,515,"305","105","105","19","116,6"
8,485,"310","74","74","19","85,6"
8,470,"311","27","27","","27"
8,455,"312","","","",""
8,440,"313","4","4","","4"
8,410,"340","","","",""
8,395,"341","8","8","11","15"
8,380,"342","20","20","2","21,3"
8,365,"343","77","77","6","80,3"
8,330,"350","","","",""
8,10,"","","","","35/43"
9,795,"","","C 6"
9,750,"Codes","Hommes","Femmes"
9,710,"5801","1.013 5811","495"
9,695,"5802","92.410 5812","24.212"
9,680,"5803","4.944.772 5813","1.295.584"
9,665,"58031","4.944.772 58131","1.295.584"
9,650,"58032","",""
9,635,"58033","",""
9,585,"5821","",""
9,570,"5822","",""
9,555,"5823","",""
9,505,"5841","",""
9,490,"5842","",""
9,475,"5843","",""
9,10,"","","36/43"
